GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	v1_109	v1_109-Q	v1_110	v1_110-Q	v1_111	v1_111-Q	v1_119	v1_119-Q	v1_120	v1_120-Q	v1_121	v1_121-Q	v1_122	v1_122-Q
AtLIG6	AthALTD0013673-1/2	chr1:24887811-24887913	0	chr1:24887811-24887913+24887919,24888016	Alt5	84.78	OK,OK,100.00,39=46=0,S@39.00,7.00	100.00	LOW,LOW,100.00,35=35=0,S@35.00,0.00	92.31	LOW,LOW,100.00,24=26=0,S@24.00,2.00	88.24	LOW,LOW,100.00,30=34=0,S@30.00,4.00	98.39	OK,OK,100.00,61=62=0,S@61.00,1.00	98.25	OK,OK,100.00,56=57=0,S@56.00,1.00	100.00	OK,OK,100.00,48=48=0,S@48.00,0.00
	AthALTD0002486-2/2	chr1:25194470-25194547	4	chr1:25194474+25194470-25194547,25194380	Alt5	20.00	VLOW,SOK,100.00,3=15=0,C1@3.00,12.00	53.85	LOW,SOK,100.00,14=26=0,C3@14.00,12.00	54.26	VLOW,SOK,100.00,12=23=0,C3@12.48,10.52	34.78	VLOW,SOK,100.00,8=23=0,C2@8.00,15.00	39.39	LOW,SOK,100.00,13=33=0,C2@13.00,20.00	25.00	VLOW,SOK,100.00,6=24=0,C2@6.00,18.00	52.38	VLOW,SOK,100.00,11=21=0,C3@11.00,10.00
	AthALTD0002517-1/3	chr1:25423683-	0	chr1:25423683+25423612+25423431-,25423279	Alt5	30.00	VLOW,VLOW,100.00,6=20=0,C3@6.00,14.00	57.14	N,N,100.00,4=7=0,C3@4.00,3.00	28.57	N,N,100.00,4=14=0,C3@4.00,10.00	28.57	VLOW,VLOW,100.00,6=21=0,C2@6.00,15.00	0.00	N,N,100.00,0=5=0,S@0.00,5.00	46.67	VLOW,VLOW,100.00,7=15=0,C3@7.00,8.00	66.67	VLOW,VLOW,100.00,10=15=0,C1@10.00,5.00
	AthALTD0002637-2/2	chr1:26627475-26627540	28	chr1:26627475-26627512+26627540,26627842	Alt5	59.95	OK,OK,100.00,42=70=0,C2@41.97,28.03	72.92	OK,OK,100.00,35=48=0,C3@35.00,13.00	77.14	LOW,LOW,100.00,27=35=0,C3@27.00,8.00	66.07	OK,OK,100.00,37=56=0,C3@37.00,19.00	61.64	OK,OK,100.00,45=73=0,C2@45.00,28.00	54.93	OK,OK,100.00,39=71=0,C2@39.00,32.00	75.93	OK,OK,100.00,41=54=0,C2@41.00,13.00
	AthALTD0002690-1/2	chr1:27006092-27006135	0	chr1:27006092+27006077-27006135,27005875	Alt5	62.50	OK,OK,96.33,30=48=2,S@30.00,18.00	80.82	OK,OK,100.00,59=73=0,S@59.00,14.00	69.39	OK,SOK,100.00,68=98=0,S@68.00,30.00	85.56	OK,OK,100.00,77=90=0,S@77.00,13.00	75.85	OK,OK,100.00,63=83=0,S@62.96,20.04	80.23	OK,OK,100.00,69=86=0,S@69.00,17.00	79.78	OK,OK,100.00,71=89=0,S@71.00,18.00
	AthALTD0002839-1/2	chr1:28010976-28011040	0	chr1:28010976+28010972-28011040,28010877	Alt5	80.65	LOW,LOW,100.00,25=31=0,S@25.00,6.00	94.15	LOW,LOW,100.00,32=34=0,S@32.01,1.99	100.00	LOW,LOW,100.00,27=27=0,S@27.00,0.00	100.00	LOW,LOW,100.00,35=35=0,S@35.00,0.00	90.00	OK,OK,100.00,36=40=0,S@36.00,4.00	88.24	OK,OK,100.00,45=51=0,S@45.00,6.00	96.49	OK,OK,100.00,55=57=0,S@55.00,2.00
NUZ	AthALTD0020905-2/2	chr1:28066502-28066642	34	chr1:28066502-28066608+28066642,28066733	Alt5	9.52	VLOW,VLOW,100.00,2=21=0,S@2.00,19.00	12.50	N,N,100.00,1=8=0,S@1.00,7.00	16.67	N,N,100.00,2=12=0,S@2.00,10.00	0.00	VLOW,VLOW,100.00,0=15=0,S@0.00,15.00	42.11	VLOW,VLOW,100.00,8=19=0,S@8.00,11.00	22.22	LOW,LOW,100.00,6=27=0,S@6.00,21.00	29.41	VLOW,VLOW,100.00,5=17=0,S@5.00,12.00
DWA2	AthALTD0016291-2/3	chr1:28610951-28611020	4	chr1:28610951-28611016+28611020+28611033,28611170	Alt5	0.00	VLOW,VLOW,100.00,0=24=0,S@0.00,24.00	18.18	N,N,100.00,2=11=0,S@2.00,9.00	5.56	LOW,LOW,100.00,2=36=0,S@2.00,34.00	22.73	VLOW,VLOW,100.00,5=22=0,S@5.00,17.00	0.00	VLOW,VLOW,100.00,0=17=0,S@0.00,17.00	10.53	LOW,LOW,100.00,4=38=0,S@4.00,34.00	29.03	LOW,LOW,100.00,9=31=0,S@9.00,22.00
	AthALTD0002891-1/2	chr1:28615504-28615623	0	chr1:28615504+28615500-28615623,28615200	Alt5	0.00	VLOW,VLOW,100.00,0=20=0,S@0.00,20.00	0.00	OK,OK,100.00,0=40=0,S@0.00,40.00	0.00	N,N,100.00,0=13=0,S@0.00,13.00	17.86	VLOW,OK,100.00,1=18=0,C3@3.21,14.79	0.00	VLOW,LOW,100.00,0=24=0,C2@0.00,24.00	20.47	LOW,OK,100.00,1=35=0,S@7.16,27.84	61.58	VLOW,OK,100.00,4=21=0,S@12.93,8.07
ARID5	AthALTD0012953-3/3	chr1:28712734-	23	chr1:28712757+28712751+28712734-,28712510	Alt5	36.62	OK,OK,100.00,26=71=0,S@26.00,45.00	66.27	OK,OK,100.00,55=83=0,S@55.00,28.00	65.62	OK,OK,100.00,42=64=0,S@42.00,22.00	63.89	SOK,SOK,100.00,69=108=0,S@69.00,39.00	70.54	SOK,SOK,100.00,79=112=0,S@79.00,33.00	67.68	OK,SOK,100.00,67=99=0,S@67.00,32.00	64.98	SOK,SOK,100.00,65=100=0,S@64.98,35.02
	AthALTD0002979-2/2	chr1:29294267-29294445	117	chr1:29294267-29294328+29294445,29294582	Alt5	0.00	LOW,OK,100.00,0=39=0,S@0.00,39.00	0.00	LOW,LOW,100.00,0=31=0,S@0.00,31.00	0.00	VLOW,VLOW,100.00,0=16=0,S@0.00,16.00	0.00	VLOW,VLOW,100.00,0=17=0,S@0.00,17.00	0.00	LOW,LOW,100.00,0=30=0,S@0.00,30.00	0.00	VLOW,VLOW,100.00,0=21=0,S@0.00,21.00	15.87	VLOW,VLOW,100.00,3=18=0,S@2.86,15.14
ECT8	AthALTD0016369-4/4	chr1:-29816190	429	chr1:-29815761+29815870+29815873+29816190,29816607	Alt5	65.34	LOW,LOW,100.00,19=27=0,S@17.64,9.36	74.82	N,N,100.00,8=10=0,S@7.48,2.52	96.82	OK,OK,100.00,41=42=0,S@40.66,1.34	86.99	VLOW,VLOW,100.00,18=20=0,S@17.40,2.60	74.22	LOW,OK,100.00,30=38=0,S@28.20,9.80	82.84	LOW,LOW,100.00,26=30=0,S@24.85,5.15	82.26	LOW,LOW,100.00,28=33=0,S@27.15,5.85
	AthALTD0003115-1/2	chr1:30154213-30154317	0	chr1:30154213+30154209-30154317,30154125	Alt5	15.98	OK,OK,100.00,1=47=0,S@7.51,39.49	39.62	OK,OK,100.00,3=43=0,S@17.04,25.96	28.93	OK,OK,100.00,2=45=0,S@13.02,31.98	54.18	OK,OK,100.00,5=42=0,S@22.76,19.24	31.91	OK,OK,100.00,3=59=0,S@18.83,40.17	28.46	OK,OK,100.00,2=46=0,S@13.09,32.91	38.46	OK,OK,100.00,3=45=0,S@17.31,27.69
PSF1	AthALTD0022531-1/2	chr1:-30159245	0	chr1:-30159245+30159332,30159440	Alt5	12.96	OK,OK,100.00,6=45=0,C2@5.83,39.17	28.45	OK,OK,100.00,13=45=0,C2@12.80,32.20	23.22	OK,OK,100.00,11=47=0,C2@10.91,36.09	16.34	LOW,LOW,100.00,6=37=0,C2@6.05,30.95	11.49	OK,OK,100.00,5=43=0,C2@4.94,38.06	17.05	VLOW,VLOW,100.00,4=23=0,C2@3.92,19.08	35.93	OK,OK,100.00,15=41=0,C2@14.73,26.27
	AthALTD0003116-2/2	chr1:-30174349	60	chr1:-30174289+30174349,30174539	Alt5	50.00	LOW,LOW,100.00,17=34=0,S@17.00,17.00	84.85	LOW,LOW,100.00,28=33=0,S@28.00,5.00	72.00	OK,OK,100.00,36=50=0,S@36.00,14.00	70.27	LOW,LOW,100.00,26=37=0,C1@26.00,11.00	76.19	OK,OK,100.00,48=63=0,C1@48.00,15.00	64.81	OK,OK,100.00,35=54=0,C1@35.00,19.00	86.54	OK,OK,100.00,45=52=0,S@45.00,7.00
UTR1	AthALTD0026557-1/2	chr2:802360-802390	0	chr2:802360-802390+802395,802494	Alt5	75.43	VLOW,LOW,100.00,17=23=0,S@17.35,5.65	94.94	OK,OK,100.00,52=55=0,S@52.22,2.78	89.84	OK,OK,100.00,49=55=0,S@49.41,5.59	100.00	LOW,LOW,100.00,26=26=0,S@26.00,0.00	91.28	LOW,OK,100.00,29=32=0,S@29.21,2.79	97.63	LOW,OK,100.00,38=39=0,S@38.08,0.92	97.36	LOW,OK,100.00,34=35=0,S@34.08,0.92
DRP3B	AthALTD0016244-2/2	chr2:5955608-5955707	4	chr2:5955612+5955608-5955707,5955457	Alt5	0.00	VLOW,SOK,100.00,0=17=0,C3@0.00,17.00	58.82	VLOW,SOK,100.00,5=19=0,C2@11.18,7.82	71.43	N,SOK,100.00,5=13=0,C2@9.29,3.71	58.82	VLOW,SOK,100.00,5=19=0,C2@11.18,7.82	57.14	VLOW,SOK,99.59,4=16=1,C2@9.14,6.86	0.00	VLOW,SOK,100.00,0=20=0,C3@0.00,20.00	64.86	VLOW,SOK,100.00,6=19=0,C2@12.32,6.68
MBR1	AthALTD0019560-1/3	chr2:6773917-6773964	0	chr2:6773917-6773964+6773983+6773992,6774084	Alt5	22.58	OK,OK,100.00,14=62=0,S@14.00,48.00	38.24	OK,OK,100.00,26=68=0,S@26.00,42.00	45.59	OK,OK,100.00,31=68=0,S@31.00,37.00	34.21	OK,OK,100.00,26=76=0,S@26.00,50.00	38.36	OK,OK,100.00,28=73=0,S@28.00,45.00	35.53	OK,OK,100.00,27=76=0,S@27.00,49.00	41.51	OK,OK,100.00,22=53=0,S@22.00,31.00
UBC23	AthALTD0026224-2/5	chr2:7339134-	11	chr2:7339145+7339134+7339120+7339075+7339054-,7338827	Alt5	18.42	LOW,LOW,100.00,7=38=0,S@7.00,31.00	22.22	LOW,LOW,100.00,6=27=0,S@6.00,21.00	54.55	OK,OK,100.00,24=44=0,S@24.00,20.00	33.33	LOW,LOW,100.00,12=36=0,S@12.00,24.00	46.15	OK,OK,100.00,24=52=0,S@24.00,28.00	48.72	LOW,LOW,100.00,19=39=0,S@19.00,20.00	59.38	LOW,LOW,100.00,19=32=0,S@19.00,13.00
	AthALTD0003425-2/4	chr2:7465614-7465833	6	chr2:7465614-7465827+7465833+7466075+7466151,7466266	Alt5	78.57	LOW,LOW,100.00,22=28=0,S@22.00,6.00	70.59	VLOW,VLOW,100.00,12=17=0,S@12.00,5.00	100.00	VLOW,VLOW,100.00,20=20=0,S@20.00,0.00	100.00	VLOW,VLOW,100.00,19=19=0,S@19.00,0.00	83.33	LOW,LOW,100.00,30=36=0,S@30.00,6.00	83.87	LOW,LOW,100.00,26=31=0,S@26.00,5.00	94.59	LOW,LOW,100.00,35=37=0,S@35.00,2.00
SBT2.5	AthALTD0024053-2/2	chr2:8317092-8317222	4	chr2:8317096+8317092-8317222,8317012	Alt5	63.92	LOW,OK,100.00,31=33=0,S@21.09,11.91	98.55	OK,OK,100.00,59=60=0,C2@59.13,0.87	81.28	LOW,OK,100.00,38=39=0,S@31.70,7.30	100.00	OK,OK,100.00,71=71=0,S@71.00,0.00	100.00	OK,OK,100.00,46=46=0,S@46.00,0.00	61.54	OK,OK,100.00,42=45=0,S@27.69,17.31	100.00	LOW,LOW,100.00,36=36=0,S@36.00,0.00
	AthALTD0003692-1/2	chr2:10501243-10501813	0	chr2:10501243+10501170-10501813,10500981	Alt5	52.22	OK,OK,100.00,23=41=0,C3@21.41,19.59	93.26	LOW,LOW,100.00,33=35=0,C3@32.64,2.36	94.25	OK,OK,100.00,39=41=0,C3@38.64,2.36	83.42	OK,OK,100.00,48=56=0,C3@46.72,9.28	74.96	OK,OK,100.00,50=64=0,C3@47.97,16.03	83.09	OK,OK,100.00,41=48=0,C3@39.88,8.12	68.51	LOW,LOW,100.00,23=32=0,C3@21.92,10.08
FH18	AthALTD0017003-1/2	chr2:10658713-10659383	0	chr2:10658713+10658709-10659383,10658610	Alt5	0.00	OK,OK,100.00,0=42=0,C1@0.00,42.00	0.00	OK,OK,100.00,0=41=0,S@0.00,41.00	0.00	LOW,LOW,100.00,0=31=0,C2@0.00,31.00	0.00	OK,OK,100.00,0=61=0,S@0.00,61.00	0.00	OK,OK,100.00,0=55=0,C1@0.00,55.00	16.99	LOW,OK,100.00,1=36=0,C1@6.12,29.88	15.49	OK,OK,100.00,1=41=0,C1@6.35,34.65
	AthALTD0003716-1/2	chr2:10798595-10798693	0	chr2:10798595-10798693+10798698,10798828	Alt5	4.11	VLOW,VLOW,100.00,1=21=0,S@0.86,20.14	28.99	LOW,LOW,100.00,10=31=0,S@8.99,22.01	5.77	VLOW,VLOW,100.00,1=15=0,S@0.87,14.13	4.80	LOW,OK,100.00,2=36=0,S@1.73,34.27	21.13	VLOW,VLOW,100.00,5=21=0,S@4.44,16.56	30.99	LOW,LOW,100.00,11=32=0,S@9.92,22.08	19.67	LOW,OK,100.00,8=36=0,S@7.08,28.92
	AthALTD0003729-1/2	chr2:10891878-10892030	0	chr2:10891878-10892030+10892123,10892263	Alt5	68.75	LOW,LOW,100.00,22=32=0,C1@22.00,10.00	100.00	VLOW,VLOW,100.00,19=19=0,C1@19.00,0.00	100.00	N,N,100.00,2=2=0,S@2.00,0.00	96.77	LOW,LOW,100.00,30=31=0,S@30.00,1.00	100.00	VLOW,VLOW,100.00,22=22=0,C1@22.00,0.00	96.36	OK,OK,100.00,53=55=0,S@53.00,2.00	94.29	LOW,LOW,100.00,33=35=0,S@33.00,2.00
SCAB1	AthALTD0024062-4/4	chr2:11407823-11407884	34	chr2:11407857+11407843+11407826+11407823-11407884,11407748	Alt5	53.85	OK,OK,29.38,28=52=125,S@28.00,24.00	36.84	LOW,LOW,27.74,14=38=99,S@14.00,24.00	52.54	OK,OK,34.91,31=59=110,S@31.00,28.00	75.68	LOW,LOW,27.41,28=37=98,S@28.00,9.00	61.97	OK,OK,36.60,44=71=123,S@44.00,27.00	75.00	LOW,LOW,28.80,27=36=89,S@27.00,9.00	79.55	OK,OK,36.36,35=44=77,S@35.00,9.00
	AthALTD0003792-3/3	chr2:11435964-11436084	93	chr2:11436057+11435987+11435964-11436084,11435874	Alt5	23.81	VLOW,VLOW,100.00,5=21=0,S@5.00,16.00	35.71	N,N,100.00,5=14=0,S@5.00,9.00	35.00	VLOW,VLOW,100.00,7=20=0,S@7.00,13.00	39.29	LOW,LOW,100.00,11=28=0,S@11.00,17.00	20.00	LOW,LOW,100.00,5=25=0,S@5.00,20.00	17.95	LOW,LOW,100.00,7=39=0,S@7.00,32.00	47.06	VLOW,VLOW,100.00,8=17=0,S@8.00,9.00
ADCS	AthALTD0012026-2/2	chr2:12400760-12400877	38	chr2:12400798+12400760-12400877,12400601	Alt5	9.09	VLOW,VLOW,100.00,2=22=0,S@2.00,20.00	30.77	N,N,100.00,4=13=0,S@4.00,9.00	16.00	LOW,LOW,100.00,4=25=0,S@4.00,21.00	7.69	N,N,100.00,1=13=0,C1@1.00,12.00	18.18	N,N,100.00,2=11=0,S@2.00,9.00	14.29	VLOW,VLOW,100.00,3=21=0,S@3.00,18.00	26.92	LOW,LOW,100.00,7=26=0,S@7.00,19.00
POT1	AthALTD0022195-2/2	chr2:-12835407	266	chr2:-12835141+12835407,12835796	Alt5	2.94	LOW,LOW,100.00,1=34=0,S@1.00,33.00	5.26	LOW,LOW,100.00,2=38=0,S@2.00,36.00	0.00	OK,OK,100.00,0=45=0,S@0.00,45.00	12.07	OK,OK,100.00,7=58=0,S@7.00,51.00	3.63	OK,OK,100.00,2=55=0,S@2.00,53.00	18.42	LOW,LOW,100.00,7=38=0,S@7.00,31.00	18.50	OK,OK,100.00,10=54=0,S@9.99,44.01
	AthALTD0003917-2/3	chr2:12988670-12989016	4	chr2:12988674+12988670+12988665-12989016,12988582	Alt5	23.91	OK,OK,100.00,11=46=0,S@11.00,35.00	60.00	N,N,100.00,6=10=0,S@6.00,4.00	30.00	N,N,100.00,3=10=0,S@3.00,7.00	32.43	LOW,LOW,100.00,12=37=0,S@12.00,25.00	48.40	OK,OK,100.00,21=43=0,S@20.81,22.19	55.17	LOW,LOW,100.00,16=29=0,S@16.00,13.00	68.18	VLOW,VLOW,95.65,15=22=1,S@15.00,7.00
DRIP2	AthALTD0016209-2/2	chr2:13028505-13028841	9	chr2:13028505-13028832+13028841,13028978	Alt5	16.25	OK,OK,100.00,13=80=0,S@13.00,67.00	30.00	OK,OK,100.00,15=50=0,S@15.00,35.00	30.43	OK,OK,100.00,21=69=0,S@21.00,48.00	14.49	OK,OK,100.00,10=69=0,S@10.00,59.00	35.14	OK,OK,100.00,26=74=0,S@26.00,48.00	20.95	SOK,SOK,100.00,22=105=0,S@22.00,83.00	41.82	OK,OK,100.00,23=55=0,S@23.00,32.00
CVL1	AthALTD0015661-2/2	chr2:13628815-13628888	4	chr2:13628815-13628884+13628888,13628976	Alt5	61.02	OK,OK,98.23,36=59=1,S@36.00,23.00	84.44	OK,OK,100.00,38=45=0,S@38.00,7.00	82.61	OK,OK,100.00,38=46=0,S@38.00,8.00	76.39	OK,OK,97.14,55=72=2,S@55.00,17.00	65.12	OK,OK,100.00,28=43=0,S@28.00,15.00	77.59	OK,OK,96.47,45=58=2,S@45.00,13.00	85.71	LOW,LOW,96.35,24=28=1,S@24.00,4.00
ANAC041	AthALTD0012585-2/2	chr2:14181551-14181789	80	chr2:14181551-14181709+14181789,14181879	Alt5	69.39	OK,OK,100.00,34=49=0,C1@34.00,15.00	83.33	LOW,LOW,100.00,30=36=0,C1@30.00,6.00	90.91	LOW,LOW,100.00,30=33=0,S@30.00,3.00	87.80	OK,OK,100.00,36=41=0,S@36.00,5.00	92.50	OK,OK,100.00,37=40=0,C1@37.00,3.00	76.92	OK,OK,100.00,40=52=0,C1@40.00,12.00	89.47	LOW,LOW,100.00,34=38=0,C1@34.00,4.00
AHL10	AthALTD0012286-2/2	chr2:14234220-14234462	88	chr2:14234220-14234374+14234462,14234739	Alt5	30.77	OK,OK,61.56,24=78=55,S@24.00,54.00	42.06	SOK,SOK,79.58,45=107=31,S@45.00,62.00	53.75	OK,OK,66.26,43=80=46,S@43.00,37.00	32.00	OK,OK,60.62,24=75=55,S@24.00,51.00	51.46	SOK,SOK,62.76,53=103=69,S@53.00,50.00	45.45	LOW,LOW,72.69,15=33=14,S@15.00,18.00	54.17	OK,OK,72.39,39=72=31,S@39.00,33.00
SPP2	AthALTD0024803-2/5	chr2:-15053719	72	chr2:-15053647+15053719+15053812+15053834+15053847,15053933	Alt5	21.73	OK,OK,100.00,15=69=0,S@14.99,54.01	33.33	OK,OK,100.00,19=57=0,S@19.00,38.00	34.58	LOW,LOW,100.00,9=26=0,S@8.99,17.01	27.26	OK,OK,100.00,18=66=0,S@17.99,48.01	28.47	OK,OK,100.00,24=84=0,S@23.91,60.09	33.36	OK,OK,100.00,25=75=0,C1@25.02,49.98	37.64	OK,OK,100.00,30=80=0,C1@30.11,49.89
	AthALTD0004246-1/3	chr2:16187119-	0	chr2:16187119+16186916+16186905-,16186823	Alt5	75.56	OK,OK,100.00,34=45=0,S@34.00,11.00	68.75	LOW,LOW,100.00,22=32=0,S@22.00,10.00	100.00	LOW,LOW,100.00,34=34=0,S@34.00,0.00	98.28	OK,OK,100.00,57=58=0,S@57.00,1.00	95.45	OK,OK,100.00,42=44=0,S@42.00,2.00	89.74	LOW,OK,100.00,35=39=0,S@35.00,4.00	94.59	LOW,LOW,100.00,35=37=0,S@35.00,2.00
	AthALTD0004300-1/2	chr2:-16569515	0	chr2:-16569515+16569583,16570063	Alt5	46.92	VLOW,VLOW,100.00,10=22=0,S@10.32,11.68	77.95	LOW,OK,100.00,30=39=0,S@30.40,8.60	55.30	LOW,LOW,100.00,14=26=0,S@14.38,11.62	65.78	OK,OK,100.00,29=45=0,S@29.60,15.40	66.83	OK,OK,100.00,38=58=0,S@38.76,19.24	62.00	LOW,LOW,100.00,20=33=0,S@20.46,12.54	88.04	LOW,LOW,100.00,28=32=0,C1@28.17,3.83
	AthALTD0004342-1/3	chr2:16872527-16872539	0	chr2:16872527-16872539+16872543+16872592,16872988	Alt5	0.00	LOW,LOW,100.00,0=28=0,S@0.00,28.00	11.63	OK,OK,100.00,5=43=0,S@5.00,38.00	21.74	SOK,SOK,100.00,35=161=0,C1@35.00,126.00	3.45	LOW,LOW,100.00,1=29=0,S@1.00,28.00	5.56	LOW,LOW,100.00,2=36=0,S@2.00,34.00	15.09	OK,OK,100.00,8=53=0,C1@8.00,45.00	20.51	LOW,LOW,100.00,8=39=0,S@8.00,31.00
	AthALTD0004355-1/2	chr2:16958822-16959648	0	chr2:16958822-16959648+16959655,16959773	Alt5	2.00	OK,OK,100.00,1=50=0,S@1.00,49.00	21.74	OK,OK,100.00,10=46=0,S@10.00,36.00	17.33	OK,OK,100.00,13=75=0,S@13.00,62.00	8.77	OK,OK,100.00,5=57=0,S@5.00,52.00	11.76	OK,OK,100.00,8=68=0,S@8.00,60.00	10.34	OK,OK,100.00,6=58=0,S@6.00,52.00	20.00	OK,OK,100.00,11=55=0,S@11.00,44.00
	AthALTD0004447-2/2	chr2:17864762-17864939	17	chr2:17864762-17864922+17864939,17865037	Alt5	73.33	LOW,LOW,100.00,22=30=0,S@22.00,8.00	86.36	VLOW,VLOW,100.00,19=22=0,S@19.00,3.00	79.41	LOW,LOW,100.00,27=34=0,S@27.00,7.00	97.67	OK,OK,100.00,42=43=0,S@42.00,1.00	97.22	LOW,LOW,100.00,35=36=0,S@35.00,1.00	95.56	OK,OK,100.00,43=45=0,S@43.00,2.00	94.29	LOW,LOW,100.00,33=35=0,S@33.00,2.00
GLX2-1	AthALTD0017769-2/2	chr2:18037138-18037330	13	chr2:18037151+18037138-18037330,18036834	Alt5	79.03	OK,OK,100.00,49=62=0,S@49.00,13.00	94.85	OK,OK,100.00,92=97=0,S@92.00,5.00	88.30	OK,OK,100.00,83=94=0,S@83.00,11.00	93.14	SOK,SOK,100.00,95=102=0,S@95.00,7.00	90.10	SOK,SOK,100.00,91=101=0,S@91.00,10.00	91.43	SOK,SOK,100.00,96=105=0,S@96.00,9.00	94.32	OK,OK,100.00,83=88=0,S@83.00,5.00
	AthALTD0004475-2/2	chr2:18058045-18058198	12	chr2:18058057+18058045-18058198,18057937	Alt5	73.08	LOW,LOW,100.00,19=26=0,S@19.00,7.00	52.38	VLOW,VLOW,100.00,11=21=0,S@11.00,10.00	89.47	VLOW,VLOW,100.00,17=19=0,S@17.00,2.00	80.00	LOW,LOW,100.00,20=25=0,S@20.00,5.00	81.48	LOW,LOW,100.00,22=27=0,S@22.00,5.00	70.00	LOW,LOW,100.00,21=30=0,S@21.00,9.00	90.00	VLOW,VLOW,100.00,18=20=0,S@18.00,2.00
	AthALTD0004517-2/2	chr2:18468076-18468395	24	chr2:18468100+18468076-18468395,18467841	Alt5	38.89	LOW,LOW,100.00,14=36=0,C2@14.00,22.00	64.29	LOW,LOW,100.00,18=28=0,C2@18.00,10.00	44.83	LOW,LOW,96.67,13=29=1,C3@13.00,16.00	38.71	LOW,LOW,100.00,12=31=0,C3@12.00,19.00	50.00	N,N,100.00,2=4=0,C2@2.00,2.00	55.56	VLOW,VLOW,100.00,10=18=0,C2@10.00,8.00	64.00	LOW,LOW,100.00,16=25=0,C2@16.00,9.00
	AthALTD0004554-3/3	chr2:18685125-18685296	38	chr2:18685163+18685153+18685125-18685296,18684951	Alt5	53.85	LOW,LOW,100.00,14=26=0,S@14.00,12.00	41.67	VLOW,VLOW,100.00,10=24=0,S@10.00,14.00	34.78	VLOW,VLOW,100.00,8=23=0,S@8.00,15.00	29.55	OK,OK,100.00,13=44=0,S@13.00,31.00	77.42	LOW,LOW,100.00,24=31=0,S@24.00,7.00	57.89	LOW,LOW,100.00,22=38=0,S@22.00,16.00	69.70	LOW,LOW,100.00,23=33=0,S@23.00,10.00
	AthALTD0004584-2/2	chr2:18876705-18876850	4	chr2:18876705-18876846+18876850,18876966	Alt5	65.00	VLOW,VLOW,100.00,13=20=0,S@13.00,7.00	90.00	N,N,100.00,9=10=0,S@9.00,1.00	71.43	LOW,LOW,100.00,20=28=0,S@20.00,8.00	95.00	VLOW,VLOW,100.00,19=20=0,S@19.00,1.00	76.74	OK,OK,100.00,33=43=0,S@33.00,10.00	82.61	VLOW,VLOW,100.00,19=23=0,S@19.00,4.00	86.96	VLOW,VLOW,100.00,20=23=0,S@20.00,3.00
BHLH70	AthALTD0014139-3/3	chr2:-19240815	471	chr2:-19240344+19240810+19240815,19241168	Alt5	25.00	OK,OK,100.00,23=92=0,S@23.00,69.00	39.68	OK,OK,100.00,25=63=0,S@25.00,38.00	20.00	OK,OK,100.00,15=75=0,S@15.00,60.00	33.61	SOK,SOK,100.00,40=119=0,S@40.00,79.00	31.68	SOK,SOK,100.00,32=101=0,S@32.00,69.00	33.68	OK,OK,100.00,32=95=0,S@32.00,63.00	42.68	OK,OK,100.00,35=82=0,S@35.00,47.00
	AthALTD0004626-2/2	chr2:19321513-19321626	10	chr2:19321523+19321513-19321626,19321403	Alt5	74.19	LOW,LOW,100.00,23=31=0,S@23.00,8.00	64.85	LOW,LOW,100.00,20=31=0,S@20.10,10.90	81.40	OK,OK,100.00,35=43=0,S@35.00,8.00	84.62	N,N,100.00,11=13=0,S@11.00,2.00	68.97	LOW,LOW,100.00,20=29=0,S@20.00,9.00	72.73	VLOW,VLOW,100.00,16=22=0,S@16.00,6.00	90.71	LOW,LOW,100.00,29=32=0,S@29.03,2.97
	AthALTD0004641-2/2	chr2:19425895-19426171	27	chr2:19425895-19426144+19426171,19426266	Alt5	0.00	VLOW,VLOW,100.00,0=20=0,S@0.00,20.00	0.00	LOW,LOW,100.00,0=32=0,C1@0.00,32.00	0.00	LOW,LOW,100.00,0=27=0,S@0.00,27.00	12.90	LOW,LOW,100.00,4=31=0,S@4.00,27.00	5.56	LOW,LOW,100.00,2=36=0,S@2.00,34.00	6.25	LOW,LOW,100.00,2=32=0,S@2.00,30.00	15.15	LOW,LOW,100.00,5=33=0,S@5.00,28.00
ATR3	AthALTD0013511-2/2	chr3:454834-454928	10	chr3:454834-454918+454928,455212	Alt5	11.47	VLOW,VLOW,100.00,2=17=0,S@1.95,15.05	13.93	OK,OK,100.00,6=42=0,S@5.85,36.15	22.35	LOW,LOW,100.00,8=35=0,S@7.82,27.18	25.76	LOW,LOW,100.00,10=38=0,S@9.79,28.21	14.28	OK,OK,100.00,6=41=0,S@5.85,35.15	24.46	LOW,LOW,100.00,7=28=0,S@6.85,21.15	28.44	LOW,LOW,100.00,9=31=0,S@8.82,22.18
	AthALTD0004815-1/2	chr3:706211-706302	0	chr3:706211+706207-706302,705927	Alt5	26.74	OK,SOK,100.00,23=86=0,C2@23.00,63.00	44.80	SOK,SOK,100.00,56=125=0,C2@56.00,69.00	26.23	OK,SOK,100.00,24=89=0,C2@23.34,65.66	50.75	SOK,SOK,100.00,82=159=0,C3@80.69,78.31	30.16	SOK,SOK,100.00,38=126=0,C2@38.00,88.00	27.51	SOK,SOK,100.00,31=101=0,C2@27.79,73.21	60.00	SOK,SOK,100.00,93=155=0,C3@93.00,62.00
